name,hall,stand,industry,email,website,address,country,about,url
RAFF TEXTILE,F,F-02,Wearable Material Technologies,bilgi@raff.com.tr,www.raff.com.tr,"M. Nesih Özmen mah, Fatih Cad, Ihlamur Sk. No: 2 Kat: 1, 34173 Güngören/İstanbul",Türkiye,"RAFF Military Textile has been operating in the fields of military uniforms, police gear, firefighter apparel, and tactical textiles since its establishment, and holds an established and trusted position in the global defence textile market. Exporting to over 60 countries, the company serves international defence and security clients with fully integrated in-house production capabilities. Its product portfolio covers combat uniforms in BDU, ACU, and custom camouflage patterns, FR (Flame Retardant) and NIR (Near-Infrared) tactical apparel, ballistic protection systems, tactical boots, and accessories. The company holds ISO 9001:2015, ISO 14001:2015, ISO 14064-1:2018, and ISO 10002:2014 certifications. Listed in the SSB (Presidency of Defence Industries) supplier catalogue, RAFF is also a member of SASAD, SAHA İstanbul, and SSI.",https://sahaexpo.com/en/katilimci/raff-textile
Rafi,2,2D-14,,info@demsay.com,www.demsay.com/distributor/rafi,Sahil Mah. Marmara Cad. Çayırlı Sok. No:2/1 Beylikdüzü/İSTANBUL,Germany,"With a history spanning over 100 years, RAFI has evolved into an international high-tech company. Its products are ideal for use in the sectors of command and control systems, electrical engineering, machinery, plant, and vehicle construction. This is because they are robust, resistant to environmental influences, and offer large operating and display areas, allowing them to be operated seamlessly even while wearing gloves.",https://sahaexpo.com/en/katilimci/rafi
RALTRON,2,2D-13e,,info@ozdisan.com,www.ozdisan.com/ureticiler/raltron,ÖZDİSAN-TÜRKİYE,Türkiye,"1983 yılında Miami'de kurulan Raltron Electronics, kristaller, osilatörler, SAW (Yüzey Akustik Dalga) Filtreler, LTCC (Düşük Sıcaklıkta Ortak Ateşlemeli Seramik) Filtreler ve antenler de dahil olmak üzere frekans kontrolü ürünlerinin önde gelen üreticisidir. Araştırma ve geliştirmeye adanmışlığıyla bilinen Raltron, fiyat, kalite ve destek konusunda müşteri beklentilerinin üzerinde performans gösteren çözümler sunmaktadır. Üretim tesisleri Miami ve Asya'da olan şirket, distribütörler ve bağlı temsilcilikler ağı aracılığıyla küresel pazarlara hizmet vermektedir. Müşteri ilişkileri, yeni pazarlar ve yenilikçi ürün geliştirmeye odaklanan Raltron, kendini özellikle sürekli büyümeye adamıştır.",https://sahaexpo.com/en/katilimci/raltron
RAM AEROSPACE,1,1E-04,Aircraft and Aviation Technologies,support@ramairt.com,ramairt.com/en,"3661 NW 50th St. , Miami, FL 33142",States,"At RAM Aerospace and Defense Solutions, we pride ourselves on offering comprehensive solutions alongside our sister companies, APAS (A Professional Aviation Services, Inc.) and DAS (Diverse Aircraft Services, Corp.). By working collaboratively across these entities, we provide a full range of MRO (Maintenance, Repair, and Overhaul) services, parts sales, exchanges, and logistical support, enabling us to handle complex needs efficiently and reduce turnaround times. This integrated approach allows us to meet the diverse needs of our clients across military, commercial, and supplier sectors, ensuring high-quality solutions with faster execution and unparalleled expertise.",https://sahaexpo.com/en/katilimci/ram-aerospace
RAROG AEROSPACE,1,1A-04,Unmanned Systems,,,,,"RAROG Aerospace is a Ukrainian developer and manufacturer of unmanned aerial systems — quadcopters, fiber optic drones, fixed-wing UAVs, repeaters, and peripheral equipment. RAROG UAVs have been combat-deployed in Ukraine since 2023 and are officially adopted by the Armed Forces of Ukraine.",https://sahaexpo.com/en/katilimci/rarog-aerospace
RAROG TACTICAL GEAR,1,1A-04,Wearable Material Technologies,,,,,"RAROG Tactical Gear is a Ukrainian manufacturer of body armor and tactical gear, founded in 2014. In 2018, the company was the only Ukrainian supplier of body armor and tactical gear to NATO units. Products are developed and combat-tested by professional military personnel. Rarog holds proprietary patents on its body armor designs and components.",https://sahaexpo.com/en/katilimci/rarog-tactical-gear
RAYTAC,2,2D-13e,,info@ozdisan.com,www.ozdisan.com/ureticiler/raytac,ÖZDİSAN-TÜRKİYE,Türkiye,"Raytac, kablosuz iletişim alanında uzmanlığı ve küresel iş birlikleriyle, geliştiricilere yönelik akıllı ve güvenilir çözümler sunmaktadır. Merkezi ABD'nin Kaliforniya eyaletinde bulunan şirket, üretim faaliyetlerini Tayvan'da sürdürmekte olup, operasyonlarını Güneydoğu Asya ve ABD'ye genişletmeyi planlamaktadır. Raytac; Bluetooth, WiFi ve LoRa teknolojilerinin ötesinde, 3GPP NTN gibi yeni nesil iletişim teknolojilerini destekleme hedefiyle çalışmalarını sürdürmektedir. Tüm ürünleri FCC, IC, CE, TELEC, KC, RCM, SRRC ve NCC gibi uluslararası kablosuz iletişim sertifikasyonlarına uygun olarak tasarlanan Raytac, hızlı entegrasyon, yüksek performans ve esnek çözümler sunan modülleriyle geliştiricilere güvenilir bir altyapı sağlamaktadır. Raytac, dünyayı kablosuz teknolojilerle daha iyi bir geleceğe taşımayı hedeflemekte; ilham veren, bağlayan ve yön veren çözümler üretmeye kararlılıkla devam etmektedir.",https://sahaexpo.com/en/katilimci/raytac
RBC BEARINGS,6,6E-01,,info@rbcbearings.com,www.rbcbearings.com,"One Tribology Center, Oxford, CT 06478",States,"Founded in 1919, RBC Bearings Incorporated is an international manufacturer and marketer of highly engineered precision bearings and products, which are integral to the manufacture and operation of most machines, aircraft, and mechanical systems, in order to reduce wear on moving parts, facilitate proper power transmission, reduce damage and energy loss caused by friction, and control pressure and flow. While RBC Bearings manufactures products in all major categories, RBC Bearings focuses primarily on highly technical or regulated bearings and engineered products for specialized markets that require sophisticated design, testing, and manufacturing capabilities. We believe our unique expertise has enabled us to garner leading positions in many of the product markets in which we primarily compete. Over the past twenty-five years, we have broadened our end markets, products, customer base and geographic reach. RBC Bearings currently has 53 facilities in five countries, with manufacturing capabilities in 31 locations; this includes a global network of sales engineers, distributors, and authorized agents.",https://sahaexpo.com/en/katilimci/rbc-bearings
RECOM,2,2D-13e,,info@ozdisan.com,www.ozdisan.com/ureticiler/recom,ÖZDİSAN-TÜRKİYE,Türkiye,"RECOM, geniş bir format yelpazesinde anahtarlama düzenleyicileri ve LED sürücülerin yanı sıra, 1W'ın altından onlarca kW'a kadar her güç sınıfında eksiksiz standart ve özelleştirilmiş DC/DC ve AC/DC dönüştürücüleri üretmektedir. Şirketin merkezi Gmunden, Avusturya'da bulunmaktadır. RECOM adı artık, yüksek kalite, güvenilirlik, yenilik ve mükemmel müşteri hizmetleri ile eş anlamlı hale geldi.",https://sahaexpo.com/en/katilimci/recom
RED PITAYA,2,2D-13e,,info@ozdisan.com,www.ozdisan.com/ureticiler/red-pitaya,ÖZDİSAN-TÜRKİYE,Türkiye,"Red Pitaya, test ve ölçüm, veri toplama ve sinyal işleme alanlarında yüksek kaliteli, yüksek performanslı bilgi işlem çözümleri geliştiren bir şirkettir. Çok yönlü ve açık kaynaklı tek kartlı bilgisayarları, mühendisler için bir ""İsviçre çakısı"" işlevi görerek hızlı prototipleme, araştırma ve endüstriyel uygulamalara olanak tanır. NASA, Apple, Meta, Neuralink, Toyota, MIT, Stanford, CERN ve daha birçok kurum tarafından tercih edilen Red Pitaya, akademi, işletmeler ve yenilikçiler için güçlü ve özelleştirilebilir araçlar sunar. Esneklik, uygun maliyet ve kullanım kolaylığına odaklanan şirket, mühendislerin, araştırmacıların ve meraklıların teknolojinin sınırlarını zorlamasına olanak tanır.",https://sahaexpo.com/en/katilimci/red-pitaya
